Mod:Item:MetaData, Localized Name
tfc:stone/button/chalk, Chalk Button
tfc:stone/button/rhyolite, Rhyolite Button
tfc:stone/button/basalt, Basalt Button
tfc:stone/button/andesite, Andesite Button
tfc:stone/button/dacite, Dacite Button
tfc:stone/button/quartzite, Quartzite Button
tfc:stone/button/slate, Slate Button
tfc:stone/button/phyllite, Phyllite Button
tfc:stone/button/schist, Schist Button
tfc:stone/button/gneiss, Gneiss Button
tfc:stone/button/marble, Marble Button
tfc:wall/smooth/granite, Granite Smooth Wall
tfc:wall/smooth/diorite, Diorite Smooth Wall
tfc:wall/smooth/gabbro, Gabbro Smooth Wall
tfc:wall/smooth/shale, Shale Smooth Wall
tfc:wall/smooth/claystone, Claystone Smooth Wall
tfc:wall/smooth/rocksalt, Rocksalt Smooth Wall
tfc:wall/smooth/limestone, Limestone Smooth Wall
tfc:wall/smooth/conglomerate, Conglomerate Smooth Wall
tfc:wall/smooth/dolomite, Dolomite Smooth Wall
tfc:wall/smooth/chert, Chert Smooth Wall
tfc:wall/smooth/chalk, Chalk Smooth Wall
tfc:wall/smooth/rhyolite, Rhyolite Smooth Wall
tfc:wall/smooth/basalt, Basalt Smooth Wall
tfc:wall/smooth/andesite, Andesite Smooth Wall
tfc:wall/smooth/dacite, Dacite Smooth Wall
tfc:wall/smooth/quartzite, Quartzite Smooth Wall
tfc:wall/smooth/slate, Slate Smooth Wall
tfc:wall/smooth/phyllite, Phyllite Smooth Wall
tfc:wall/smooth/schist, Schist Smooth Wall
tfc:wall/smooth/gneiss, Gneiss Smooth Wall
tfc:wall/smooth/marble, Marble Smooth Wall
tfc:wall/cobble/granite, Granite Cobble Wall
tfc:wall/cobble/diorite, Diorite Cobble Wall
tfc:wall/cobble/gabbro, Gabbro Cobble Wall
tfc:wall/cobble/shale, Shale Cobble Wall
tfc:wall/cobble/claystone, Claystone Cobble Wall
tfc:wall/cobble/rocksalt, Rocksalt Cobble Wall
tfc:wall/cobble/limestone, Limestone Cobble Wall
tfc:wall/cobble/conglomerate, Conglomerate Cobble Wall
tfc:wall/cobble/dolomite, Dolomite Cobble Wall
tfc:wall/cobble/chert, Chert Cobble Wall
tfc:wall/cobble/chalk, Chalk Cobble Wall
tfc:wall/cobble/rhyolite, Rhyolite Cobble Wall
tfc:wall/cobble/basalt, Basalt Cobble Wall
tfc:wall/cobble/andesite, Andesite Cobble Wall
tfc:wall/cobble/dacite, Dacite Cobble Wall
tfc:wall/cobble/quartzite, Quartzite Cobble Wall
tfc:wall/cobble/slate, Slate Cobble Wall
tfc:wall/cobble/phyllite, Phyllite Cobble Wall
tfc:wall/cobble/schist, Schist Cobble Wall
tfc:wall/cobble/gneiss, Gneiss Cobble Wall
tfc:wall/cobble/marble, Marble Cobble Wall
tfc:wall/bricks/granite, Granite Bricks Wall
tfc:wall/bricks/diorite, Diorite Bricks Wall
tfc:wall/bricks/gabbro, Gabbro Bricks Wall
tfc:wall/bricks/shale, Shale Bricks Wall
tfc:wall/bricks/claystone, Claystone Bricks Wall
tfc:wall/bricks/rocksalt, Rocksalt Bricks Wall
tfc:wall/bricks/limestone, Limestone Bricks Wall
tfc:wall/bricks/conglomerate, Conglomerate Bricks Wall
tfc:wall/bricks/dolomite, Dolomite Bricks Wall
tfc:wall/bricks/chert, Chert Bricks Wall
tfc:wall/bricks/chalk, Chalk Bricks Wall
tfc:wall/bricks/rhyolite, Rhyolite Bricks Wall
tfc:wall/bricks/basalt, Basalt Bricks Wall
tfc:wall/bricks/andesite, Andesite Bricks Wall
tfc:wall/bricks/dacite, Dacite Bricks Wall
tfc:wall/bricks/quartzite, Quartzite Bricks Wall
tfc:wall/bricks/slate, Slate Bricks Wall
tfc:wall/bricks/phyllite, Phyllite Bricks Wall
tfc:wall/bricks/schist, Schist Bricks Wall
tfc:wall/bricks/gneiss, Gneiss Bricks Wall
tfc:wall/bricks/marble, Marble Bricks Wall
tfc:fruit_trees/sapling/banana, Banana Sapling
tfc:fruit_trees/sapling/cherry, Cherry Sapling
tfc:fruit_trees/sapling/green_apple, Green Apple Sapling
tfc:fruit_trees/sapling/lemon, Lemon Sapling
tfc:fruit_trees/sapling/olive, Olive Sapling
tfc:fruit_trees/sapling/orange, Orange Sapling
tfc:fruit_trees/sapling/peach, Peach Sapling
tfc:fruit_trees/sapling/plum, Plum Sapling
tfc:fruit_trees/sapling/red_apple, Red Apple Sapling
tfc:fruit_trees/leaves/banana, Banana Leaves
tfc:fruit_trees/leaves/cherry, Cherry Leaves
tfc:fruit_trees/leaves/green_apple, Green Apple Leaves
tfc:fruit_trees/leaves/lemon, Lemon Leaves
tfc:fruit_trees/leaves/olive, Olive Leaves
tfc:fruit_trees/leaves/orange, Orange Leaves
tfc:fruit_trees/leaves/peach, Peach Leaves
tfc:fruit_trees/leaves/plum, Plum Leaves
tfc:fruit_trees/leaves/red_apple, Red Apple Leaves
tfc:berry_bush/blackberry, Blackberry Bush
tfc:berry_bush/blueberry, Blueberry Bush
tfc:berry_bush/bunch_berry, Bunch Berry Bush
tfc:berry_bush/cloud_berry, Cloud Berry Bush
tfc:berry_bush/cranberry, Cranberry Bush
tfc:berry_bush/elderberry, Elderberry Bush
tfc:berry_bush/gooseberry, Gooseberry Bush
tfc:berry_bush/raspberry, Raspberry Bush
tfc:berry_bush/snow_berry, Snow Berry Bush
tfc:berry_bush/strawberry, Strawberry Bush
tfc:berry_bush/wintergreen_berry, Wintergreen Berry Bush
tfc:plants/duckweed, Duckweed
tfc:plants/lotus, Lotus
tfc:plants/pistia, Water Lettuce
tfc:plants/sargassum, Sargassum
tfc:plants/water_canna, Water Canna
tfc:plants/water_lily, Water Lily
tfc:firepit, Firepit
tfc:charcoal_forge, Charcoal Forge
tfc:wood/barrel/acacia, Acacia Barrel
tfc:wood/barrel/ash, Ash Barrel
tfc:wood/barrel/aspen, Aspen Barrel
tfc:wood/barrel/birch, Birch Barrel
tfc:wood/barrel/blackwood, Blackwood Barrel
tfc:wood/barrel/chestnut, Chestnut Barrel
tfc:wood/barrel/douglas_fir, Douglas Fir Barrel
tfc:wood/barrel/hickory, Hickory Barrel
tfc:wood/barrel/kapok, Kapok Barrel
tfc:wood/barrel/maple, Maple Barrel
tfc:wood/barrel/oak, Oak Barrel
tfc:wood/barrel/palm, Palm Barrel
tfc:wood/barrel/pine, Pine Barrel
tfc:wood/barrel/rosewood, Rosewood Barrel
tfc:wood/barrel/sequoia, Sequoia Barrel
tfc:wood/barrel/spruce, Spruce Barrel
tfc:wood/barrel/sycamore, Sycamore Barrel
tfc:wood/barrel/white_cedar, White Cedar Barrel
tfc:wood/barrel/willow, Willow Barrel
tfc:wood/barrel/hevea, Hevea Barrel
tfc:wood/log/acacia, Acacia Log
tfc:wood/log/ash, Ash Log
tfc:wood/log/aspen, Aspen Log
tfc:wood/log/birch, Birch Log
tfc:wood/log/blackwood, Blackwood Log
tfc:wood/log/chestnut, Chestnut Log
tfc:wood/log/douglas_fir, Douglas Fir Log
tfc:wood/log/hickory, Hickory Log
tfc:wood/log/kapok, Kapok Log
tfc:wood/log/maple, Maple Log
tfc:wood/log/oak, Oak Log
tfc:wood/log/palm, Palm Log
tfc:wood/log/pine, Pine Log
tfc:wood/log/rosewood, Rosewood Log
tfc:wood/log/sequoia, Sequoia Log
tfc:wood/log/spruce, Spruce Log
tfc:wood/log/sycamore, Sycamore Log
tfc:wood/log/white_cedar, White Cedar Log
tfc:wood/log/willow, Willow Log
tfc:wood/log/hevea, Hevea Log
tfc:wood/door/acacia, Acacia Door
tfc:wood/door/ash, Ash Door
tfc:wood/door/aspen, Aspen Door
tfc:wood/door/birch, Birch Door
tfc:wood/door/blackwood, Blackwood Door
tfc:wood/door/chestnut, Chestnut Door
tfc:wood/door/douglas_fir, Douglas Fir Door
tfc:wood/door/hickory, Hickory Door
tfc:wood/door/kapok, Kapok Door
tfc:wood/door/maple, Maple Door
tfc:wood/door/oak, Oak Door
tfc:wood/door/palm, Palm Door
tfc:wood/door/pine, Pine Door
tfc:wood/door/rosewood, Rosewood Door
tfc:wood/door/sequoia, Sequoia Door
tfc:wood/door/spruce, Spruce Door
tfc:wood/door/sycamore, Sycamore Door
tfc:wood/door/white_cedar, White Cedar Door
tfc:wood/door/willow, Willow Door
tfc:wood/door/hevea, Hevea Door
tfc:slab/smooth/granite:0, Smooth Granite Slab
tfc:slab/smooth/diorite:0, Smooth Diorite Slab
tfc:slab/smooth/gabbro:0, Smooth Gabbro Slab
tfc:slab/smooth/shale:0, Smooth Shale Slab
tfc:slab/smooth/claystone:0, Smooth Claystone Slab
tfc:slab/smooth/rocksalt:0, Smooth Rocksalt Slab
tfc:slab/smooth/limestone:0, Smooth Limestone Slab
tfc:slab/smooth/conglomerate:0, Smooth Conglomerate Slab
tfc:slab/smooth/dolomite:0, Smooth Dolomite Slab
tfc:slab/smooth/chert:0, Smooth Chert Slab
tfc:slab/smooth/chalk:0, Smooth Chalk Slab
tfc:slab/smooth/rhyolite:0, Smooth Rhyolite Slab
tfc:slab/smooth/basalt:0, Smooth Basalt Slab
tfc:slab/smooth/andesite:0, Smooth Andesite Slab
tfc:slab/smooth/dacite:0, Smooth Dacite Slab
tfc:slab/smooth/quartzite:0, Smooth Quartzite Slab
tfc:slab/smooth/slate:0, Smooth Slate Slab
tfc:slab/smooth/phyllite:0, Smooth Phyllite Slab
tfc:slab/smooth/schist:0, Smooth Schist Slab
tfc:slab/smooth/gneiss:0, Smooth Gneiss Slab
tfc:slab/smooth/marble:0, Smooth Marble Slab
tfc:slab/cobble/granite:0, Granite Cobble Slab
tfc:slab/cobble/diorite:0, Diorite Cobble Slab
tfc:slab/cobble/gabbro:0, Gabbro Cobble Slab
tfc:slab/cobble/shale:0, Shale Cobble Slab
tfc:slab/cobble/claystone:0, Claystone Cobble Slab
tfc:slab/cobble/rocksalt:0, Rocksalt Cobble Slab
tfc:slab/cobble/limestone:0, Limestone Cobble Slab
tfc:slab/cobble/conglomerate:0, Conglomerate Cobble Slab
tfc:slab/cobble/dolomite:0, Dolomite Cobble Slab
tfc:slab/cobble/chert:0, Chert Cobble Slab
tfc:slab/cobble/chalk:0, Chalk Cobble Slab
tfc:slab/cobble/rhyolite:0, Rhyolite Cobble Slab
tfc:slab/cobble/basalt:0, Basalt Cobble Slab
tfc:slab/cobble/andesite:0, Andesite Cobble Slab
tfc:slab/cobble/dacite:0, Dacite Cobble Slab
tfc:slab/cobble/quartzite:0, Quartzite Cobble Slab
tfc:slab/cobble/slate:0, Slate Cobble Slab
tfc:slab/cobble/phyllite:0, Phyllite Cobble Slab
tfc:slab/cobble/schist:0, Schist Cobble Slab
tfc:slab/cobble/gneiss:0, Gneiss Cobble Slab
tfc:slab/cobble/marble:0, Marble Cobble Slab
tfc:slab/bricks/granite:0, Granite Bricks Slab
tfc:slab/bricks/diorite:0, Diorite Bricks Slab
tfc:slab/bricks/gabbro:0, Gabbro Bricks Slab
tfc:slab/bricks/shale:0, Shale Bricks Slab
tfc:slab/bricks/claystone:0, Claystone Bricks Slab
tfc:slab/bricks/rocksalt:0, Rocksalt Bricks Slab
tfc:slab/bricks/limestone:0, Limestone Bricks Slab
tfc:slab/bricks/conglomerate:0, Conglomerate Bricks Slab
tfc:slab/bricks/dolomite:0, Dolomite Bricks Slab
tfc:slab/bricks/chert:0, Chert Bricks Slab
tfc:slab/bricks/chalk:0, Chalk Bricks Slab
tfc:slab/bricks/rhyolite:0, Rhyolite Bricks Slab
tfc:slab/bricks/basalt:0, Basalt Bricks Slab
tfc:slab/bricks/andesite:0, Andesite Bricks Slab
tfc:slab/bricks/dacite:0, Dacite Bricks Slab
tfc:slab/bricks/quartzite:0, Quartzite Bricks Slab
tfc:slab/bricks/slate:0, Slate Bricks Slab
tfc:slab/bricks/phyllite:0, Phyllite Bricks Slab
tfc:slab/bricks/schist:0, Schist Bricks Slab
tfc:slab/bricks/gneiss:0, Gneiss Bricks Slab
tfc:slab/bricks/marble:0, Marble Bricks Slab
tfc:slab/wood/acacia:0, Acacia Slab
tfc:slab/wood/ash:0, Ash Slab
tfc:slab/wood/aspen:0, Aspen Slab
tfc:slab/wood/birch:0, Birch Slab
tfc:slab/wood/blackwood:0, Blackwood Slab
tfc:slab/wood/chestnut:0, Chestnut Slab
tfc:slab/wood/douglas_fir:0, Douglas Fir Slab
tfc:slab/wood/hickory:0, Hickory Slab
tfc:slab/wood/kapok:0, Kapok Slab
tfc:slab/wood/maple:0, Maple Slab
tfc:slab/wood/oak:0, Oak Slab
tfc:slab/wood/palm:0, Palm Slab
tfc:slab/wood/pine:0, Pine Slab
tfc:slab/wood/rosewood:0, Rosewood Slab
tfc:slab/wood/sequoia:0, Sequoia Slab
tfc:slab/wood/spruce:0, Spruce Slab
tfc:slab/wood/sycamore:0, Sycamore Slab
tfc:slab/wood/white_cedar:0, White Cedar Slab
tfc:slab/wood/willow:0, Willow Slab
tfc:slab/wood/hevea:0, Hevea Slab
tfc:wood/lumber/acacia, Acacia Lumber
tfc:wood/boat/acacia, Acacia Boat
tfc:wood/lumber/ash, Ash Lumber
tfc:wood/boat/ash, Ash Boat
tfc:wood/lumber/aspen, Aspen Lumber
tfc:wood/boat/aspen, Aspen Boat
tfc:wood/lumber/birch, Birch Lumber
tfc:wood/boat/birch, Birch Boat
tfc:wood/lumber/blackwood, Blackwood Lumber
tfc:wood/boat/blackwood, Blackwood Boat
tfc:wood/lumber/chestnut, Chestnut Lumber
tfc:wood/boat/chestnut, Chestnut Boat
tfc:wood/lumber/douglas_fir, Douglas Fir Lumber
tfc:wood/boat/douglas_fir, Douglas Fir Boat
tfc:wood/lumber/hickory, Hickory Lumber
tfc:wood/boat/hickory, Hickory Boat
tfc:wood/lumber/kapok, Kapok Lumber
tfc:wood/boat/kapok, Kapok Boat
tfc:wood/lumber/maple, Maple Lumber
tfc:wood/boat/maple, Maple Boat
tfc:wood/lumber/oak, Oak Lumber
tfc:wood/boat/oak, Oak Boat
tfc:wood/lumber/palm, Palm Lumber
tfc:wood/boat/palm, Palm Boat
tfc:wood/lumber/pine, Pine Lumber
tfc:wood/boat/pine, Pine Boat
tfc:wood/lumber/rosewood, Rosewood Lumber
tfc:wood/boat/rosewood, Rosewood Boat
tfc:wood/lumber/sequoia, Sequoia Lumber
tfc:wood/boat/sequoia, Sequoia Boat
tfc:wood/lumber/spruce, Spruce Lumber
tfc:wood/boat/spruce, Spruce Boat
tfc:wood/lumber/sycamore, Sycamore Lumber
tfc:wood/boat/sycamore, Sycamore Boat
tfc:wood/lumber/white_cedar, White Cedar Lumber
tfc:wood/boat/white_cedar, White Cedar Boat
tfc:wood/lumber/willow, Willow Lumber
tfc:wood/boat/willow, Willow Boat
tfc:wood/lumber/hevea, Hevea Lumber
tfc:wood/boat/hevea, Hevea Boat
tfc:stone/axe/igneous_intrusive, Rock Axe
tfc:stone/axe_head/igneous_intrusive, Rock Axe Head
tfc:stone/shovel/igneous_intrusive, Rock Shovel
tfc:stone/shovel_head/igneous_intrusive, Rock Shovel Head
tfc:stone/hoe/igneous_intrusive, Rock Hoe
tfc:stone/hoe_head/igneous_intrusive, Rock Hoe Head
tfc:stone/knife/igneous_intrusive, Rock Knife
tfc:stone/knife_head/igneous_intrusive, Rock Knife Blade
tfc:stone/javelin/igneous_intrusive, Rock Javelin
tfc:stone/javelin_head/igneous_intrusive, Rock Javelin Head
tfc:stone/hammer/igneous_intrusive, Rock Hammer
tfc:stone/hammer_head/igneous_intrusive, Rock Hammer Head
tfc:stone/axe/igneous_extrusive, Rock Axe
tfc:stone/axe_head/igneous_extrusive, Rock Axe Head
tfc:stone/shovel/igneous_extrusive, Rock Shovel
tfc:stone/shovel_head/igneous_extrusive, Rock Shovel Head
tfc:stone/hoe/igneous_extrusive, Rock Hoe
tfc:stone/hoe_head/igneous_extrusive, Rock Hoe Head
tfc:stone/knife/igneous_extrusive, Rock Knife
tfc:stone/knife_head/igneous_extrusive, Rock Knife Blade
tfc:stone/javelin/igneous_extrusive, Rock Javelin
tfc:stone/javelin_head/igneous_extrusive, Rock Javelin Head
tfc:stone/hammer/igneous_extrusive, Rock Hammer
tfc:stone/hammer_head/igneous_extrusive, Rock Hammer Head
tfc:stone/axe/sedimentary, Rock Axe
tfc:stone/axe_head/sedimentary, Rock Axe Head
tfc:stone/shovel/sedimentary, Rock Shovel
tfc:stone/shovel_head/sedimentary, Rock Shovel Head
tfc:stone/hoe/sedimentary, Rock Hoe
tfc:stone/hoe_head/sedimentary, Rock Hoe Head
tfc:stone/knife/sedimentary, Rock Knife
tfc:stone/knife_head/sedimentary, Rock Knife Blade
tfc:stone/javelin/sedimentary, Rock Javelin
tfc:stone/javelin_head/sedimentary, Rock Javelin Head
tfc:stone/hammer/sedimentary, Rock Hammer
tfc:stone/hammer_head/sedimentary, Rock Hammer Head
tfc:stone/axe/metamorphic, Rock Axe
tfc:stone/axe_head/metamorphic, Rock Axe Head
tfc:stone/shovel/metamorphic, Rock Shovel
tfc:stone/shovel_head/metamorphic, Rock Shovel Head
tfc:stone/hoe/metamorphic, Rock Hoe
tfc:stone/hoe_head/metamorphic, Rock Hoe Head
tfc:stone/knife/metamorphic, Rock Knife
tfc:stone/knife_head/metamorphic, Rock Knife Blade
tfc:stone/javelin/metamorphic, Rock Javelin
tfc:stone/javelin_head/metamorphic, Rock Javelin Head
tfc:stone/hammer/metamorphic, Rock Hammer
tfc:stone/hammer_head/metamorphic, Rock Hammer Head
tfc:powder/flux, Flux
tfc:powder/coke, Coke
tfc:powder/kaolinite, Kaolinite Powder
tfc:powder/graphite, Graphite Powder
tfc:powder/sulfur, Sulfur Powder
tfc:powder/saltpeter, Saltpeter Powder
tfc:powder/hematite, Hematite Powder
tfc:powder/lapis_lazuli, Lapis Lazuli Powder
tfc:powder/limonite, Limonite Powder
tfc:powder/malachite, Malachite Powder
tfc:powder/salt, Salt
tfc:powder/fertilizer, Fertilizer
tfc:ceramics/fired/mold/ingot, Empty Ingot Mold
tfc:ceramics/unfired/mold/ingot, Unfired Ingot Mold
tfc:ceramics/fired/mold/pick_head, Pick Head Mold
tfc:ceramics/unfired/mold/pick_head, Unfired Pick Head Mold
tfc:ceramics/fired/mold/shovel_head, Shovel Head Mold
tfc:ceramics/unfired/mold/shovel_head, Unfired Shovel Head Mold
tfc:ceramics/fired/mold/axe_head, Axe Head Mold
tfc:ceramics/unfired/mold/axe_head, Unfired Axe Head Mold
tfc:ceramics/fired/mold/hoe_head, Hoe Head Mold
tfc:ceramics/unfired/mold/hoe_head, Unfired Hoe Head Mold
tfc:ceramics/fired/mold/chisel_head, Chisel Head Mold
tfc:ceramics/unfired/mold/chisel_head, Unfired Chisel Head Mold
tfc:ceramics/fired/mold/sword_blade, Sword Blade Mold
tfc:ceramics/unfired/mold/sword_blade, Unfired Sword Blade Mold
tfc:ceramics/fired/mold/mace_head, Mace Head Mold
tfc:ceramics/unfired/mold/mace_head, Unfired Mace Head Mold
tfc:ceramics/fired/mold/saw_blade, Saw Blade Mold
tfc:ceramics/unfired/mold/saw_blade, Unfired Saw Blade Mold
tfc:ceramics/fired/mold/javelin_head, Javelin Head Mold
tfc:ceramics/unfired/mold/javelin_head, Unfired Javelin Head Mold
tfc:ceramics/fired/mold/hammer_head, Hammer Head Mold
tfc:ceramics/unfired/mold/hammer_head, Unfired Hammer Head Mold
tfc:ceramics/fired/mold/propick_head, Prospectors Pickaxe Head Mold
tfc:ceramics/unfired/mold/propick_head, Unfired Prospectors Pickaxe Head Mold
tfc:ceramics/fired/mold/knife_blade, Knife Blade Mold
tfc:ceramics/unfired/mold/knife_blade, Unfired Knife Blade Mold
tfc:ceramics/fired/mold/scythe_blade, Scythe Blade Mold
tfc:ceramics/unfired/mold/scythe_blade, Unfired Scythe Blade Mold
tfc:ceramics/unfired/large_vessel, Unfired Large Vessel
tfc:ceramics/fired/vessel, Small Vessel
tfc:ceramics/unfired/vessel, Small Unfired Vessel
tfc:ceramics/fired/vessel_glazed:15, Small White Vessel
tfc:ceramics/fired/vessel_glazed:14, Small Orange Vessel
tfc:ceramics/fired/vessel_glazed:13, Small Magenta Vessel
tfc:ceramics/fired/vessel_glazed:12, Small Light Blue Vessel
tfc:ceramics/fired/vessel_glazed:11, Small Yellow Vessel
tfc:ceramics/fired/vessel_glazed:10, Small Lime Vessel
tfc:ceramics/fired/vessel_glazed:9, Small Pink Vessel
tfc:ceramics/fired/vessel_glazed:8, Small Gray Vessel
tfc:ceramics/fired/vessel_glazed:7, Small Light Gray Vessel
tfc:ceramics/fired/vessel_glazed:6, Small Cyan Vessel
tfc:ceramics/fired/vessel_glazed:5, Small Purple Vessel
tfc:ceramics/fired/vessel_glazed:4, Small Blue Vessel
tfc:ceramics/fired/vessel_glazed:3, Small Brown Vessel
tfc:ceramics/fired/vessel_glazed:2, Small Green Vessel
tfc:ceramics/fired/vessel_glazed:1, Small Red Vessel
tfc:ceramics/fired/vessel_glazed:0, Small Black Vessel
tfc:ceramics/unfired/vessel_glazed:15, Small Unfired White Vessel
tfc:ceramics/unfired/vessel_glazed:14, Small Unfired Orange Vessel
tfc:ceramics/unfired/vessel_glazed:13, Small Unfired Magenta Vessel
tfc:ceramics/unfired/vessel_glazed:12, Small Unfired Light Blue Vessel
tfc:ceramics/unfired/vessel_glazed:11, Small Unfired Yellow Vessel
tfc:ceramics/unfired/vessel_glazed:10, Small Unfired Lime Vessel
tfc:ceramics/unfired/vessel_glazed:9, Small Unfired Pink Vessel
tfc:ceramics/unfired/vessel_glazed:8, Small Unfired Gray Vessel
tfc:ceramics/unfired/vessel_glazed:7, Small Unfired Light Gray Vessel
tfc:ceramics/unfired/vessel_glazed:6, Small Unfired Cyan Vessel
tfc:ceramics/unfired/vessel_glazed:5, Small Unfired Purple Vessel
tfc:ceramics/unfired/vessel_glazed:4, Small Unfired Blue Vessel
tfc:ceramics/unfired/vessel_glazed:3, Small Unfired Brown Vessel
tfc:ceramics/unfired/vessel_glazed:2, Small Unfired Green Vessel
tfc:ceramics/unfired/vessel_glazed:1, Small Unfired Red Vessel
tfc:ceramics/unfired/vessel_glazed:0, Small Unfired Black Vessel
tfc:ceramics/fired/spindle, Spindle Head
tfc:ceramics/unfired/spindle, Unfired Spindle Head
tfc:ceramics/fired/pot, Pot
tfc:ceramics/unfired/pot, Unfired Pot
tfc:ceramics/fired/bowl, Clay Bowl
tfc:ceramics/unfired/bowl, Unfired Bowl
tfc:ceramics/fired/fire_brick, Fire Brick
tfc:ceramics/unfired/fire_brick, Unfired Fire Brick
tfc:ceramics/fire_clay, Fire Clay
tfc:ceramics/unfired/jug, Unfired Jug
tfc:ceramics/fired/jug:0, Jug
tfc:ceramics/fired/jug:0, Fresh Water§r Jug§r
tfc:ceramics/fired/jug:0, Salt Water§r Jug§r
tfc:ceramics/fired/jug:0, Rum§r Jug§r
tfc:ceramics/fired/jug:0, Beer§r Jug§r
tfc:ceramics/fired/jug:0, Whiskey§r Jug§r
tfc:ceramics/fired/jug:0, Rye Whiskey§r Jug§r
tfc:ceramics/fired/jug:0, Corn Whiskey§r Jug§r
tfc:ceramics/fired/jug:0, Sake§r Jug§r
tfc:ceramics/fired/jug:0, Vodka§r Jug§r
tfc:ceramics/fired/jug:0, Cider§r Jug§r
tfc:crop/seeds/barley, Barley Seeds
tfc:crop/seeds/maize, Maize Seeds
tfc:crop/seeds/oat, Oat Seeds
tfc:crop/seeds/rice, Rice Seeds
tfc:crop/seeds/rye, Rye Seeds
tfc:crop/seeds/wheat, Wheat Seeds
tfc:crop/seeds/beet, Beet Seeds
tfc:crop/seeds/cabbage, Cabbage Seeds
tfc:crop/seeds/carrot, Carrot Seeds
tfc:crop/seeds/garlic, Garlic Seeds
tfc:crop/seeds/green_bean, Green Bean Seeds
tfc:crop/seeds/onion, Onion Seeds
tfc:crop/seeds/potato, Potato Seeds
tfc:crop/seeds/soybean, Soybean Seeds
tfc:crop/seeds/squash, Squash Seeds
tfc:crop/seeds/sugarcane, Sugarcane Seeds
tfc:crop/seeds/tomato, Tomato Seeds
tfc:crop/seeds/red_bell_pepper, Red Bell Pepper Seeds
tfc:crop/seeds/yellow_bell_pepper, Yellow Bell Pepper Seeds
tfc:crop/seeds/jute, Jute Seeds
tfc:crop/seeds/pumpkin, Pumpkin Seeds
tfc:crop/seeds/melon, Melon Seeds
tfc:crop/product/jute, Jute
tfc:crop/product/jute_fiber, Jute Fiber
tfc:crop/product/burlap_cloth, Burlap Cloth
tfc:food/banana, Banana
tfc:food/blackberry, Blackberry
tfc:food/blueberry, Blueberry
tfc:food/bunch_berry, Bunch Berry
tfc:food/cherry, Cherry
tfc:food/cloud_berry, Cloud Berry
tfc:food/cranberry, Cranberry
tfc:food/elderberry, Elderberry
tfc:food/gooseberry, Gooseberry
tfc:food/green_apple, Green Apple
tfc:food/lemon, Lemon
tfc:food/olive, Olive
tfc:food/orange, Orange
tfc:food/peach, Peach
tfc:food/plum, Plum
tfc:food/raspberry, Raspberry
tfc:food/red_apple, Red Apple
tfc:food/snow_berry, Snow Berry
tfc:food/strawberry, Strawberry
tfc:food/wintergreen_berry, Wintergreen Berry
tfc:food/barley, Barley
tfc:food/barley_grain, Barley Grain
tfc:food/barley_flour, Barley Flour
tfc:food/barley_dough, Barley Dough
tfc:food/barley_bread, Barley Bread
tfc:food/maize, Maize
tfc:food/cornbread, Cornbread
tfc:food/cornmeal_flour, Cornmeal Flour
tfc:food/cornmeal_dough, Cornmeal Dough
tfc:food/oat, Oat
tfc:food/oat_grain, Oat Grain
tfc:food/oat_flour, Oat Flour
tfc:food/oat_dough, Oat Dough
tfc:food/oat_bread, Oat Bread
tfc:food/rice, Rice
tfc:food/rice_grain, Rice Grain
tfc:food/rice_flour, Rice Flour
tfc:food/rice_dough, Rice Dough
